vehicleplatenumber,device_num,direction_angle,lng,lat,acc_state,right_turn_signals,left_turn_signals,hand_brake,foot_brake,location_time,gps_speed,mileage
AB00006,AAA7109006,0,115.64926499999999,24.959792999999998,1,0,0,0,0,2018-07-30 22:03:17,0,4410
AB00006,AAA7109006,0,115.64926499999999,24.959792999999998,1,0,0,0,0,2018-07-30 22:03:18,0,4410
AB00006,AAA7109006,0,115.64926499999999,24.959792999999998,1,0,0,0,0,2018-07-30 22:03:19,0,4410
AB00006,AAA7109006,0,115.64926499999999,24.959792999999998,1,0,0,0,0,2018-07-30 22:03:20,0,4410
AB00006,AAA7109006,0,115.64926499999999,24.959792999999998,1,0,0,0,0,2018-07-30 22:03:21,0,4410
AB00006,AAA7109006,0,115.64926499999999,24.959792999999998,1,0,0,0,0,2018-07-30 22:03:22,0,4410
AB00006,AAA7109006,0,115.64926499999999,24.959792999999998,1,0,0,0,0,2018-07-30 22:03:23,0,4410
AB00006,AAA7109006,0,115.64926499999999,24.959792999999998,1,0,0,0,0,2018-07-30 22:03:24,0,4410
AB00006,AAA7109006,0,115.64926499999999,24.959792999999998,1,0,0,0,0,2018-07-30 22:03:25,0,4410
AB00006,AAA7109006,0,115.64926499999999,24.959792999999998,1,0,0,0,0,2018-07-30 22:03:26,0,4410
AB00006,AAA7109006,0,115.64926499999999,24.959792999999998,1,0,0,0,0,2018-07-30 22:03:27,0,4410
AB00006,AAA7109006,0,115.64926499999999,24.959792999999998,1,0,0,0,0,2018-07-30 22:03:28,0,4410
AB00006,AAA7109006,0,115.64926499999999,24.959792999999998,1,0,0,0,0,2018-07-30 22:03:29,0,4410
AB00006,AAA7109006,0,115.64926499999999,24.959792999999998,1,0,0,0,0,2018-07-30 22:03:30,0,4410
AB00006,AAA7109006,0,115.64926499999999,24.959792999999998,1,0,0,0,0,2018-07-30 22:03:31,0,4410
AB00006,AAA7109006,0,115.64926499999999,24.959792999999998,1,0,0,0,0,2018-07-30 22:03:32,0,4410
AB00006,AAA7109006,0,115.64926499999999,24.959792999999998,1,0,0,0,0,2018-07-30 22:03:33,0,4410
AB00006,AAA7109006,0,115.64926499999999,24.959792999999998,1,0,0,0,0,2018-07-30 22:03:34,0,4410
AB00006,AAA7109006,0,115.64926499999999,24.959792999999998,1,0,0,0,0,2018-07-30 22:03:35,0,4410
AB00006,AAA7109006,0,115.64926499999999,24.959792999999998,1,0,0,0,0,2018-07-30 22:03:36,0,4410
AB00006,AAA7109006,0,115.64926499999999,24.959792999999998,1,0,0,0,0,2018-07-30 22:03:37,0,4410
AB00006,AAA7109006,0,115.64926499999999,24.959792999999998,1,0,0,0,0,2018-07-30 22:03:38,0,4410
AB00006,AAA7109006,0,115.64926499999999,24.959792999999998,1,0,0,0,0,2018-07-30 22:03:39,0,4410
AB00006,AAA7109006,0,115.64926499999999,24.959792999999998,1,0,0,0,0,2018-07-30 22:03:40,0,4410
AB00006,AAA7109006,0,115.64926499999999,24.959792999999998,1,0,0,0,0,2018-07-30 22:03:41,0,4410
AB00006,AAA7109006,0,115.64926499999999,24.959792999999998,1,0,0,0,0,2018-07-30 22:03:42,0,4410
AB00006,AAA7109006,0,115.64926499999999,24.959792999999998,1,0,0,0,0,2018-07-30 22:03:43,0,4410
AB00006,AAA7109006,0,115.64926499999999,24.959792999999998,1,0,0,0,0,2018-07-30 22:03:44,0,4410
AB00006,AAA7109006,0,115.64926499999999,24.959792999999998,1,0,0,0,0,2018-07-30 22:03:45,0,4410
AB00006,AAA7109006,0,115.64926499999999,24.959792999999998,1,0,0,0,0,2018-07-30 22:03:46,0,4410
AB00006,AAA7109006,0,115.64926499999999,24.959792999999998,1,0,0,0,0,2018-07-30 22:03:47,0,4410
AB00006,AAA7109006,0,115.64926499999999,24.959792999999998,1,0,0,0,0,2018-07-30 22:03:48,0,4410
AB00006,AAA7109006,0,115.64926499999999,24.959792999999998,1,0,0,0,0,2018-07-30 22:03:49,0,4410
AB00006,AAA7109006,0,115.64926499999999,24.959792999999998,1,0,0,0,0,2018-07-30 22:03:50,0,4410
AB00006,AAA7109006,0,115.64926499999999,24.959792999999998,1,0,0,0,0,2018-07-30 22:03:51,0,4410
AB00006,AAA7109006,0,115.64926499999999,24.959792999999998,1,0,0,0,0,2018-07-30 22:03:52,0,4410
AB00006,AAA7109006,0,115.64926499999999,24.959792999999998,1,0,0,0,0,2018-07-30 22:03:53,0,4410
AB00006,AAA7109006,0,115.64926499999999,24.959792999999998,1,0,0,0,0,2018-07-30 22:03:54,0,4410
AB00006,AAA7109006,0,115.64926499999999,24.959792999999998,1,0,0,0,0,2018-07-30 22:03:55,0,4410
AB00006,AAA7109006,0,115.64926499999999,24.959792999999998,1,0,0,0,0,2018-07-30 22:03:56,0,4410
AB00006,AAA7109006,0,115.64926499999999,24.959792999999998,1,0,0,0,0,2018-07-30 22:03:57,0,4410
AB00006,AAA7109006,0,115.64926499999999,24.959792999999998,1,0,0,0,0,2018-07-30 22:03:59,0,4410
AB00006,AAA7109006,0,115.64926499999999,24.959792999999998,1,0,0,0,0,2018-07-30 22:04:00,0,4410
AB00006,AAA7109006,0,115.64926499999999,24.959792999999998,1,0,0,0,0,2018-07-30 22:04:01,0,4410
AB00006,AAA7109006,0,115.64926499999999,24.959792999999998,1,0,0,0,0,2018-07-30 22:04:02,0,4410
AB00006,AAA7109006,0,115.64926499999999,24.959792999999998,1,0,0,0,0,2018-07-30 22:04:03,0,4410
AB00006,AAA7109006,0,115.64926499999999,24.959792999999998,1,0,0,0,0,2018-07-30 22:04:04,0,4410
AB00006,AAA7109006,0,115.64926499999999,24.959792999999998,1,0,0,0,0,2018-07-30 22:04:05,0,4410
AB00006,AAA7109006,0,115.64926499999999,24.959792999999998,1,0,0,0,0,2018-07-30 22:04:06,0,4410
AB00006,AAA7109006,0,115.64926499999999,24.959792999999998,1,0,0,0,0,2018-07-30 22:04:07,0,4410
AB00006,AAA7109006,0,115.64926499999999,24.959792999999998,1,0,0,0,0,2018-07-30 22:04:08,0,4410
AB00006,AAA7109006,0,115.64926499999999,24.959792999999998,1,0,0,0,0,2018-07-30 22:04:09,0,4410
AB00006,AAA7109006,0,115.64926499999999,24.959792999999998,1,0,0,0,0,2018-07-30 22:04:10,0,4410
AB00006,AAA7109006,0,115.64926499999999,24.959792999999998,1,0,0,0,0,2018-07-30 22:04:11,0,4410
AB00006,AAA7109006,0,115.64926499999999,24.959792999999998,1,0,0,0,0,2018-07-30 22:04:12,0,4410
AB00006,AAA7109006,0,115.64926499999999,24.959792999999998,1,0,0,0,0,2018-07-30 22:04:13,0,4410
